

# ========== Energy Minimization ==========
thermo          1
thermo_style    custom step pe lx ly lz vol temp press
minimize 1.0e-10 1.0e-10 10000 100000
Switching to 'neigh_modify every 1 delay 0 check yes' setting during minimization
WARNING: Energy due to 1 extra global DOFs will be included in minimizer energies
 (../min.cpp:219)
Per MPI rank memory allocation (min/avg/max) = 4.433 | 4.433 | 4.433 Mbytes
   Step         PotEng           Lx             Ly             Lz           Volume          Temp          Press     
        28  -0.15231833     5.832          5.832          5.832          198.35929      0             -6821.4839    
        29  -0.15494606     5.826          5.826          5.826          197.7477       0             -6947.4077    
        30  -0.15761772     5.82           5.82           5.82           197.13737      0             -7080.5176    
        31  -0.16033583     5.814          5.814          5.814          196.52829      0             -7220.7765    
        32  -0.16310291     5.808          5.808          5.808          195.92047      0             -7368.1463    
        33  -0.1659214      5.802          5.802          5.802          195.31391      0             -7522.59      
        34  -0.16879375     5.796          5.796          5.796          194.7086       0             -7684.0712    
        35  -0.17172236     5.79           5.79           5.79           194.10454      0             -7852.5541    
        36  -0.17470961     5.784          5.784          5.784          193.50173      0             -8028.0036    
        37  -0.17775785     5.778          5.778          5.778          192.90017      0             -8210.3856    
        38  -0.18086939     5.772          5.772          5.772          192.29986      0             -8399.6668    
        39  -0.18404652     5.766          5.766          5.766          191.7008       0             -8595.8152    
        40  -0.18729152     5.76           5.76           5.76           191.10298      0             -8798.8006    
        41  -0.19060661     5.754          5.754          5.754          190.5064       0             -9008.594     
        42  -0.19399401     5.748          5.748          5.748          189.91107      0             -9225.1677    
        43  -0.19745591     5.742          5.742          5.742          189.31698      0             -9448.4957    
        44  -0.20099446     5.736          5.736          5.736          188.72413      0             -9678.553     
        45  -0.2046118      5.73           5.73           5.73           188.13252      0             -9915.3158    
        46  -0.20831005     5.724          5.724          5.724          187.54214      0             -10158.762    
        47  -0.2120913      5.718          5.718          5.718          186.95301      0             -10408.871    
        48  -0.21595761     5.712          5.712          5.712          186.3651       0             -10665.623    
        49  -0.21991104     5.706          5.706          5.706          185.77844      0             -10929        
        50  -0.22395361     5.7            5.7            5.7            185.193        0             -11198.983    
        51  -0.22808732     5.694          5.694          5.694          184.6088       0             -11475.557    
        52  -0.23231416     5.688          5.688          5.688          184.02582      0             -11758.706    
        53  -0.2366361      5.682          5.682          5.682          183.44407      0             -12048.414    
        54  -0.24105507     5.676          5.676          5.676          182.86356      0             -12344.668    
        55  -0.24557301     5.67           5.67           5.67           182.28426      0             -12647.452    
        56  -0.25019181     5.664          5.664          5.664          181.70619      0             -12956.773    
        57  -0.25491339     5.658          5.658          5.658          181.12935      0             -13273.154    
        58  -0.2597392      5.652          5.652          5.652          180.55373      0             -13590.336    
        59  -0.26466639     5.646          5.646          5.646          179.97933      0             -13893.696    
        60  -0.26968872     5.64           5.64           5.64           179.40614      0             -14180.865    
        61  -0.27480002     5.634          5.634          5.634          178.83418      0             -14451.921    
        62  -0.27999413     5.628          5.628          5.628          178.26343      0             -14706.865    
        63  -0.28526494     5.622          5.622          5.622          177.6939       0             -14945.705    
        64  -0.29060639     5.616          5.616          5.616          177.12558      0             -15168.457    
        65  -0.29601243     5.61           5.61           5.61           176.55848      0             -15375.14     
        66  -0.30147709     5.604          5.604          5.604          175.99259      0             -15565.776    
        67  -0.30699442     5.598          5.598          5.598          175.42791      0             -15740.393    
        68  -0.31255854     5.592          5.592          5.592          174.86443      0             -15899.02     
        69  -0.31816361     5.586          5.586          5.586          174.30217      0             -16041.689    
        70  -0.32380381     5.58           5.58           5.58           173.74111      0             -16168.434    
        71  -0.32947341     5.574          5.574          5.574          173.18126      0             -16279.291    
        72  -0.33516671     5.568          5.568          5.568          172.62261      0             -16374.297    
        73  -0.34087806     5.562          5.562          5.562          172.06516      0             -16453.489    
        74  -0.34660185     5.556          5.556          5.556          171.50892      0             -16516.906    
        75  -0.35233254     5.55           5.55           5.55           170.95387      0             -16564.587    
        76  -0.35806462     5.544          5.544          5.544          170.40003      0             -16596.567    
        77  -0.36379264     5.538          5.538          5.538          169.84738      0             -16612.885    
        78  -0.36951118     5.532          5.532          5.532          169.29593      0             -16613.576    
        79  -0.3752149      5.526          5.526          5.526          168.74567      0             -16598.672    
        80  -0.38089846     5.52           5.52           5.52           168.19661      0             -16568.207    
        81  -0.38655661     5.514          5.514          5.514          167.64874      0             -16522.207    
        82  -0.39218412     5.508          5.508          5.508          167.10206      0             -16460.701    
        83  -0.39778798     5.502          5.502          5.502          166.55657      0             -16281.06     
        84  -0.40332877     5.496          5.496          5.496          166.01226      0             -16335.096    
        85  -0.40887278     5.49           5.49           5.49           165.46915      0             -16371.372    
        86  -0.41441396     5.484          5.484          5.484          164.92722      0             -16389.867    
        87  -0.41994626     5.478          5.478          5.478          164.38648      0             -16390.555    
        88  -0.42546368     5.472          5.472          5.472          163.84691      0             -16373.407    
        89  -0.43096026     5.466          5.466          5.466          163.30853      0             -16338.39     
        90  -0.43643004     5.46           5.46           5.46           162.77134      0             -16285.468    
        91  -0.4418671      5.454          5.454          5.454          162.23532      0             -16214.598    
        92  -0.44726556     5.448          5.448          5.448          161.70048      0             -16125.734    
        93  -0.45261954     5.442          5.442          5.442          161.16681      0             -16018.824    
        94  -0.45792319     5.436          5.436          5.436          160.63432      0             -15893.812    
        95  -0.46317068     5.43           5.43           5.43           160.10301      0             -15750.286    
        96  -0.4683562      5.424          5.424          5.424          159.57287      0             -15589.568    
        97  -0.4734766      5.418          5.418          5.418          159.04389      0             -15430.38     
        98  -0.47853533     5.412          5.412          5.412          158.51609      0             -15284.129    
        99  -0.48353693     5.406          5.406          5.406          157.98946      0             -15150.858    
       100  -0.48848586     5.4            5.4            5.4            157.464        0             -15030.53     
       101  -0.49338654     5.394          5.394          5.394          156.9397       0             -14923.133    
       102  -0.49824337     5.388          5.388          5.388          156.41657      0             -14828.667    
       103  -0.50306073     5.382          5.382          5.382          155.8946       0             -14747.142    
       104  -0.50784296     5.376          5.376          5.376          155.3738       0             -14678.577    
       105  -0.5125944      5.37           5.37           5.37           154.85415      0             -14623.002    
       106  -0.51731935     5.364          5.364          5.364          154.33567      0             -14580.454    
       107  -0.52202212     5.358          5.358          5.358          153.81834      0             -14550.981    
       108  -0.52670698     5.352          5.352          5.352          153.30217      0             -14534.637    
       109  -0.53137821     5.346          5.346          5.346          152.78716      0             -14531.484    
       110  -0.53604009     5.34           5.34           5.34           152.2733       0             -14541.594    
       111  -0.54069686     5.334          5.334          5.334          151.7606       0             -14565.044    
       112  -0.5453528      5.328          5.328          5.328          151.24905      0             -14601.918    
       113  -0.55001216     5.322          5.322          5.322          150.73865      0             -14652.304    
       114  -0.5546792      5.316          5.316          5.316          150.22939      0             -14716.3      
       115  -0.55935818     5.31           5.31           5.31           149.72129      0             -14794.004    
       116  -0.56405337     5.304          5.304          5.304          149.21433      0             -14885.524    
       117  -0.56876903     5.298          5.298          5.298          148.70852      0             -14990.962    
       118  -0.57350947     5.292          5.292          5.292          148.20386      0             -15110.767    
       119  -0.57827917     5.286          5.286          5.286          147.70033      0             -15245.429    
       120  -0.58308261     5.28           5.28           5.28           147.19795      0             -15395.06     
       121  -0.58792432     5.274          5.274          5.274          146.69671      0             -15559.768    
       122  -0.5928088      5.268          5.268          5.268          146.19661      0             -15739.663    
       123  -0.59774057     5.262          5.262          5.262          145.69764      0             -15934.853    
       124  -0.60272414     5.256          5.256          5.256          145.19982      0             -16145.442    
       125  -0.60776404     5.25           5.25           5.25           144.70312      0             -16371.53     
       126  -0.61286476     5.244          5.244          5.244          144.20757      0             -16613.215    
       127  -0.61803083     5.238          5.238          5.238          143.71314      0             -16870.583    
       128  -0.62326674     5.232          5.232          5.232          143.21985      0             -17143.717    
       129  -0.62857699     5.226          5.226          5.226          142.72768      0             -17432.69     
       130  -0.63396605     5.22           5.22           5.22           142.23665      0             -17737.565    
       131  -0.63943841     5.214          5.214          5.214          141.74674      0             -18058.395    
       132  -0.64499849     5.208          5.208          5.208          141.25796      0             -18395.221    
       133  -0.65065074     5.202          5.202          5.202          140.7703       0             -18748.086    
       134  -0.65639955     5.196          5.196          5.196          140.28377      0             -19117.302    
       135  -0.66224907     5.19           5.19           5.19           139.79836      0             -19498.715    
       136  -0.66820112     5.184          5.184          5.184          139.31407      0             -19884.127    
       137  -0.67425601     5.178          5.178          5.178          138.8309       0             -20272.127    
       138  -0.68041402     5.172          5.172          5.172          138.34885      0             -20662.761    
       139  -0.6866754      5.166          5.166          5.166          137.86791      0             -21055.958    
       140  -0.69304039     5.16           5.16           5.16           137.3881       0             -21451.634    
       141  -0.69950916     5.154          5.154          5.154          136.90939      0             -21849.697    
       142  -0.7060819      5.148          5.148          5.148          136.4318       0             -22250.046    
       143  -0.71275872     5.142          5.142          5.142          135.95532      0             -22652.567    
       144  -0.71953971     5.136          5.136          5.136          135.47996      0             -23057.142    
       145  -0.72642493     5.13           5.13           5.13           135.0057       0             -23463.643    
       146  -0.73341437     5.124          5.124          5.124          134.53255      0             -23871.934    
       147  -0.740508       5.118          5.118          5.118          134.0605       0             -24281.872    
       148  -0.74770573     5.112          5.112          5.112          133.58956      0             -24693.309    
       149  -0.75500745     5.106          5.106          5.106          133.11973      0             -25106.108    
       150  -0.76241297     5.1            5.1            5.1            132.651        0             -25520.074    
       151  -0.76992219     5.094          5.094          5.094          132.18337      0             -25937.378    
       152  -0.77753671     5.088          5.088          5.088          131.71684      0             -26364.976    
       153  -0.78525913     5.082          5.082          5.082          131.25141      0             -26803.674    
       154  -0.79309205     5.076          5.076          5.076          130.78708      0             -27253.263    
       155  -0.80103804     5.07           5.07           5.07           130.32384      0             -27713.644    
       156  -0.80909957     5.064          5.064          5.064          129.8617       0             -28184.718    
       157  -0.81727911     5.058          5.058          5.058          129.40066      0             -28666.387    
       158  -0.82557906     5.052          5.052          5.052          128.9407       0             -29158.557    
       159  -0.83400176     5.046          5.046          5.046          128.48184      0             -29661.131    
       160  -0.84254953     5.04           5.04           5.04           128.02406      0             -30174.019    
       161  -0.85122462     5.034          5.034          5.034          127.56738      0             -30697.133    
       162  -0.86002925     5.028          5.028          5.028          127.11178      0             -31230.385    
       163  -0.8689656      5.022          5.022          5.022          126.65727      0             -31773.694    
       164  -0.87803579     5.016          5.016          5.016          126.20384      0             -32326.982    
       165  -0.88724192     5.01           5.01           5.01           125.7515       0             -32890.171    
       166  -0.89658603     5.004          5.004          5.004          125.30024      0             -33463.192    
       167  -0.90607015     4.998          4.998          4.998          124.85006      0             -34045.976    
       168  -0.91569623     4.992          4.992          4.992          124.40096      0             -34638.458    
       169  -0.92546624     4.986          4.986          4.986          123.95294      0             -35240.578    
       170  -0.93538206     4.98           4.98           4.98           123.50599      0             -35852.279    
       171  -0.94544557     4.974          4.974          4.974          123.06012      0             -36473.505    
       172  -0.95565861     4.968          4.968          4.968          122.61533      0             -37104.358    
       173  -0.96602299     4.962          4.962          4.962          122.17161      0             -37743.873    
       174  -0.97653936     4.956          4.956          4.956          121.72895      0             -38383.633    
       175  -0.98720596     4.95           4.95           4.95           121.28737      0             -39018.682    
       176  -0.99802071     4.944          4.944          4.944          120.84686      0             -39649.237    
       177  -1.0089816      4.938          4.938          4.938          120.40742      0             -40275.449    
       178  -1.0200866      4.932          4.932          4.932          119.96905      0             -40897.459    
       179  -1.0313339      4.926          4.926          4.926          119.53173      0             -41515.421    
       180  -1.0427215      4.92           4.92           4.92           119.09549      0             -42129.497    
       181  -1.0542477      4.914          4.914          4.914          118.6603       0             -42739.859    
       182  -1.0659107      4.908          4.908          4.908          118.22618      0             -43346.685    
       183  -1.0777087      4.902          4.902          4.902          117.79312      0             -43950.175    
       184  -1.0896402      4.896          4.896          4.896          117.36112      0             -44548.82     
       185  -1.1017012      4.89           4.89           4.89           116.93017      0             -45127.823    
       186  -1.1138845      4.884          4.884          4.884          116.50028      0             -45681.143    
       187  -1.1261826      4.878          4.878          4.878          116.07144      0             -46209.274    
       188  -1.1385882      4.872          4.872          4.872          115.64366      0             -46712.296    
       189  -1.1510939      4.866          4.866          4.866          115.21693      0             -47190.294    
       190  -1.1636924      4.86           4.86           4.86           114.79126      0             -47643.355    
       191  -1.1763767      4.854          4.854          4.854          114.36663      0             -48071.571    
       192  -1.1891396      4.848          4.848          4.848          113.94305      0             -48475.036    
       193  -1.2019741      4.842          4.842          4.842          113.52052      0             -48853.844    
       194  -1.2148733      4.836          4.836          4.836          113.09903      0             -49208.093    
       195  -1.2278302      4.83           4.83           4.83           112.67859      0             -49537.882    
       196  -1.2408381      4.824          4.824          4.824          112.25919      0             -49843.307    
       197  -1.2538903      4.818          4.818          4.818          111.84083      0             -50124.468    
       198  -1.2669802      4.812          4.812          4.812          111.42352      0             -50381.464    
       199  -1.280101       4.806          4.806          4.806          111.00724      0             -50614.391    
       200  -1.2932464      4.8            4.8            4.8            110.592        0             -50823.346    
       201  -1.3064099      4.794          4.794          4.794          110.1778       0             -51008.424    
       202  -1.3195852      4.788          4.788          4.788          109.76463      0             -51169.717    
       203  -1.3327659      4.782          4.782          4.782          109.3525       0             -51307.316    
       204  -1.3459458      4.776          4.776          4.776          108.9414       0             -51421.312    
       205  -1.3591189      4.77           4.77           4.77           108.53133      0             -51511.787    
       206  -1.372279       4.764          4.764          4.764          108.1223       0             -51578.825    
       207  -1.38542        4.758          4.758          4.758          107.71429      0             -51622.505    
       208  -1.3985361      4.752          4.752          4.752          107.30731      0             -51642.903    
       209  -1.4116213      4.746          4.746          4.746          106.90135      0             -51640.091    
       210  -1.4246699      4.74           4.74           4.74           106.49642      0             -51614.121    
       211  -1.437676       4.734          4.734          4.734          106.09252      0             -51564.905    
       212  -1.4506342      4.728          4.728          4.728          105.68964      0             -51496.527    
       213  -1.4635408      4.722          4.722          4.722          105.28778      0             -51416.641    
       214  -1.4763935      4.716          4.716          4.716          104.88693      0             -51326.255    
       215  -1.4891895      4.71           4.71           4.71           104.48711      0             -51225.115    
       216  -1.5019265      4.704          4.704          4.704          104.08831      0             -51113.114    
       217  -1.5146019      4.698          4.698          4.698          103.69052      0             -50990.216    
       218  -1.5272143      4.692          4.692          4.692          103.29374      0             -50870.871    
       219  -1.5397672      4.686          4.686          4.686          102.89798      0             -50768.963    
       220  -1.5522651      4.68           4.68           4.68           102.50323      0             -50684.526    
       221  -1.5647123      4.674          4.674          4.674          102.10949      0             -50617.663    
       222  -1.5771134      4.668          4.668          4.668          101.71677      0             -50568.481    
       223  -1.5894728      4.662          4.662          4.662          101.32505      0             -50537.089    
       224  -1.601795       4.656          4.656          4.656          100.93433      0             -50523.597    
       225  -1.6140843      4.65           4.65           4.65           100.54462      0             -50528.119    
       226  -1.6263453      4.644          4.644          4.644          100.15592      0             -50550.768    
       227  -1.6385823      4.638          4.638          4.638          99.768222      0             -50591.662    
       228  -1.6507998      4.632          4.632          4.632          99.381524      0             -50650.919    
       229  -1.6630022      4.626          4.626          4.626          98.995826      0             -50728.661    
       230  -1.6751938      4.62           4.62           4.62           98.611128      0             -50825.01     
       231  -1.6873791      4.614          4.614          4.614          98.227428      0             -50940.091    
       232  -1.6995626      4.608          4.608          4.608          97.844724      0             -51074.031    
       233  -1.7117485      4.602          4.602          4.602          97.463015      0             -51226.959    
       234  -1.7239412      4.596          4.596          4.596          97.082301      0             -51399.007    
       235  -1.7361453      4.59           4.59           4.59           96.702579      0             -51590.306    
       236  -1.7483649      4.584          4.584          4.584          96.323849      0             -51800.993    
       237  -1.7606046      4.578          4.578          4.578          95.946109      0             -52031.205    
       238  -1.7728687      4.572          4.572          4.572          95.569357      0             -52281.082    
       239  -1.7851616      4.566          4.566          4.566          95.193593      0             -52550.767    
       240  -1.7974876      4.56           4.56           4.56           94.818816      0             -52840.404    
       241  -1.8098512      4.554          4.554          4.554          94.445023      0             -53150.142    
       242  -1.8222566      4.548          4.548          4.548          94.072215      0             -53480.129    
       243  -1.8347083      4.542          4.542          4.542          93.700388      0             -53830.52     
       244  -1.8472106      4.536          4.536          4.536          93.329543      0             -54201.47     
       245  -1.8597679      4.53           4.53           4.53           92.959677      0             -54593.138    
       246  -1.8723846      4.524          4.524          4.524          92.59079       0             -55005.686    
       247  -1.885065       4.518          4.518          4.518          92.22288       0             -55439.283    
       248  -1.8978135      4.512          4.512          4.512          91.855946      0             -55894.11     
       249  -1.9106344      4.506          4.506          4.506          91.489986      0             -56370.37     
       250  -1.9235323      4.5            4.5            4.5            91.125         0             -56868.915    
       251  -1.9365116      4.494          4.494          4.494          90.760986      0             -57389.125    
       252  -1.949576       4.488          4.488          4.488          90.397942      0             -57924.422    
       253  -1.962728       4.482          4.482          4.482          90.035868      0             -58473.861    
       254  -1.9759703      4.476          4.476          4.476          89.674762      0             -59037.411    
       255  -1.9893055      4.47           4.47           4.47           89.314623      0             -59615.053    
       256  -2.0027359      4.464          4.464          4.464          88.955449      0             -60206.768    
       257  -2.0162642      4.458          4.458          4.458          88.59724       0             -60812.545    
       258  -2.0298927      4.452          4.452          4.452          88.239993      0             -61432.375    
       259  -2.043624       4.446          4.446          4.446          87.883709      0             -62066.253    
       260  -2.0574603      4.44           4.44           4.44           87.528384      0             -62714.177    
       261  -2.0714042      4.434          4.434          4.434          87.174019      0             -63376.149    
       262  -2.085458       4.428          4.428          4.428          86.820611      0             -64052.176    
       263  -2.099624       4.422          4.422          4.422          86.468159      0             -64742.267    
       264  -2.1139045      4.416          4.416          4.416          86.116663      0             -65446.437    
       265  -2.1283019      4.41           4.41           4.41           85.766121      0             -66164.703    
       266  -2.1428184      4.404          4.404          4.404          85.416531      0             -66897.088    
       267  -2.1574564      4.398          4.398          4.398          85.067893      0             -67643.62     
       268  -2.172218       4.392          4.392          4.392          84.720204      0             -68404.327    
       269  -2.1871055      4.386          4.386          4.386          84.373464      0             -69179.248    
       270  -2.2021211      4.38           4.38           4.38           84.027672      0             -69968.422    
       271  -2.217267       4.374          4.374          4.374          83.682826      0             -70771.895    
       272  -2.2325454      4.368          4.368          4.368          83.338924      0             -71589.719    
       273  -2.2479585      4.362          4.362          4.362          82.995966      0             -72421.95     
       274  -2.2635084      4.356          4.356          4.356          82.65395       0             -73268.651    
       275  -2.2791974      4.35           4.35           4.35           82.312875      0             -74129.89     
       276  -2.2950275      4.344          4.344          4.344          81.97274       0             -75005.742    
       277  -2.311001       4.338          4.338          4.338          81.633542      0             -75896.289    
       278  -2.3271199      4.332          4.332          4.332          81.295282      0             -76801.621    
       279  -2.3433864      4.326          4.326          4.326          80.957958      0             -77721.834    
       280  -2.3598026      4.32           4.32           4.32           80.621568      0             -78657.031    
       281  -2.3763706      4.314          4.314          4.314          80.286111      0             -79607.327    
       282  -2.3930926      4.308          4.308          4.308          79.951586      0             -80572.842    
       283  -2.4099708      4.302          4.302          4.302          79.617992      0             -81553.852    
       284  -2.4270071      4.296          4.296          4.296          79.285326      0             -82549.226    
       285  -2.4442029      4.29           4.29           4.29           78.953589      0             -83550.72     
       286  -2.4615577      4.284          4.284          4.284          78.622778      0             -84555.851    
       287  -2.4790714      4.278          4.278          4.278          78.292893      0             -85564.584    
       288  -2.4967434      4.272          4.272          4.272          77.963932      0             -86576.853    
       289  -2.5145732      4.266          4.266          4.266          77.635893      0             -87586.835    
       290  -2.5325579      4.26           4.26           4.26           77.308776      0             -88583.796    
       291  -2.5506934      4.254          4.254          4.254          76.982579      0             -89566.81     
       292  -2.5689761      4.248          4.248          4.248          76.657301      0             -90536.393    
       293  -2.5874022      4.242          4.242          4.242          76.33294       0             -91492.825    
       294  -2.605968       4.236          4.236          4.236          76.009496      0             -92436.388    
       295  -2.6246699      4.23           4.23           4.23           75.686967      0             -93367.362    
       296  -2.6435046      4.224          4.224          4.224          75.365351      0             -94286.027    
       297  -2.6624684      4.218          4.218          4.218          75.044648      0             -95192.661    
       298  -2.6815582      4.212          4.212          4.212          74.724856      0             -96087.538    
       299  -2.7007706      4.206          4.206          4.206          74.405974      0             -96970.928    
       300  -2.7201025      4.2            4.2            4.2            74.088         0             -97843.096    
       301  -2.7395508      4.194          4.194          4.194          73.770933      0             -98704.303    
       302  -2.7591123      4.188          4.188          4.188          73.454773      0             -99554.799    
       303  -2.7787843      4.182          4.182          4.182          73.139517      0             -100394.83    
       304  -2.7985636      4.176          4.176          4.176          72.825164      0             -101224.63    
       305  -2.8184476      4.17           4.17           4.17           72.511713      0             -102044.43    
       306  -2.8384334      4.164          4.164          4.164          72.199163      0             -102854.43    
       307  -2.8585183      4.158          4.158          4.158          71.887512      0             -103654.85    
       308  -2.8786996      4.152          4.152          4.152          71.57676       0             -104445.88    
       309  -2.8989748      4.146          4.146          4.146          71.266904      0             -105227.69    
       310  -2.9193413      4.14           4.14           4.14           70.957944      0             -106000.46    
       311  -2.9397966      4.134          4.134          4.134          70.649878      0             -106764.29    
       312  -2.9603379      4.128          4.128          4.128          70.342705      0             -107514.57    
       313  -2.9809613      4.122          4.122          4.122          70.036424      0             -108247.43    
       314  -3.0016627      4.116          4.116          4.116          69.731033      0             -108962.73    
       315  -3.0224382      4.11           4.11           4.11           69.426531      0             -109660.3     
       316  -3.0432836      4.104          4.104          4.104          69.122917      0             -110339.93    
       317  -3.0641948      4.098          4.098          4.098          68.820189      0             -111001.53    
       318  -3.0851685      4.092          4.092          4.092          68.518347      0             -111654.18    
       319  -3.1062032      4.086          4.086          4.086          68.217388      0             -112305.22    
       320  -3.1272979      4.08           4.08           4.08           67.917312      0             -112954.77    
       321  -3.148452       4.074          4.074          4.074          67.618117      0             -113603.15    
       322  -3.1696644      4.068          4.068          4.068          67.319802      0             -114250.61    
       323  -3.1909344      4.062          4.062          4.062          67.022366      0             -114897.36    
       324  -3.2122614      4.056          4.056          4.056          66.725808      0             -115543.64    
       325  -3.2336447      4.05           4.05           4.05           66.430125      0             -116189.64    
       326  -3.2550835      4.044          4.044          4.044          66.135317      0             -116835.51    
       327  -3.2765773      4.038          4.038          4.038          65.841383      0             -117483.17    
       328  -3.2981269      4.032          4.032          4.032          65.548321      0             -118145.51    
       329  -3.3197353      4.026          4.026          4.026          65.25613       0             -118828.92    
       330  -3.3414054      4.02           4.02           4.02           64.964808      0             -119532.58    
       331  -3.3631403      4.014          4.014          4.014          64.674355      0             -120256.15    
       332  -3.3849429      4.008          4.008          4.008          64.384769      0             -120999.3     
       333  -3.406816       4.002          4.002          4.002          64.096048      0             -121761.69    
       334  -3.4287623      3.996          3.996          3.996          63.808192      0             -122543       
       335  -3.4507843      3.99           3.99           3.99           63.521199      0             -123342.91    
       336  -3.4728848      3.984          3.984          3.984          63.235068      0             -124161.06    
       337  -3.495066       3.978          3.978          3.978          62.949797      0             -124997.12    
       338  -3.5173304      3.972          3.972          3.972          62.665386      0             -125850.75    
       339  -3.5396803      3.966          3.966          3.966          62.381833      0             -126721.59    
       340  -3.5621178      3.96           3.96           3.96           62.099136      0             -127609.29    
       341  -3.5846449      3.954          3.954          3.954          61.817295      0             -128513.47    
       342  -3.6072639      3.948          3.948          3.948          61.536307      0             -129433.76    
       343  -3.6299764      3.942          3.942          3.942          61.256173      0             -130369.79    
       344  -3.6527845      3.936          3.936          3.936          60.97689       0             -131321.15    
       345  -3.6756897      3.93           3.93           3.93           60.698457      0             -132287.45    
       346  -3.6986938      3.924          3.924          3.924          60.420873      0             -133268.28    
       347  -3.7217983      3.918          3.918          3.918          60.144137      0             -134263.21    
       348  -3.7450046      3.912          3.912          3.912          59.868247      0             -135271.8     
       349  -3.7683142      3.906          3.906          3.906          59.593201      0             -136293.61    
       350  -3.7917282      3.9            3.9            3.9            59.319         0             -137328.08    
       351  -3.8152479      3.894          3.894          3.894          59.045641      0             -138377.16    
       352  -3.8388761      3.888          3.888          3.888          58.773123      0             -139340.16    
       353  -3.8627105      3.882          3.882          3.882          58.501445      0             -141778.58    
       354  -3.8868828      3.876          3.876          3.876          58.230605      0             -144208.36    
       355  -3.9113892      3.87           3.87           3.87           57.960603      0             -146630.19    
       356  -3.9362259      3.864          3.864          3.864          57.691437      0             -149043.21    
       357  -3.9613889      3.858          3.858          3.858          57.423105      0             -151446.57    
       358  -3.9868741      3.852          3.852          3.852          57.155606      0             -153839.46    
       359  -4.0126774      3.846          3.846          3.846          56.88894       0             -156221.03    
       360  -4.0387945      3.84           3.84           3.84           56.623104      0             -158590.49    
       361  -4.065221       3.834          3.834          3.834          56.358098      0             -160947.03    
       362  -4.0919523      3.828          3.828          3.828          56.09392       0             -163289.88    
       363  -4.1189839      3.822          3.822          3.822          55.830568      0             -165618.3     
       364  -4.146311       3.816          3.816          3.816          55.568042      0             -167931.53    
       365  -4.1739289      3.81           3.81           3.81           55.306341      0             -170228.85    
       366  -4.2018324      3.804          3.804          3.804          55.045462      0             -172503.77    
       367  -4.2300146      3.798          3.798          3.798          54.785406      0             -174745.18    
       368  -4.2584678      3.792          3.792          3.792          54.526169      0             -176952.82    
       369  -4.2871845      3.786          3.786          3.786          54.267752      0             -179127.01    
       370  -4.3161572      3.78           3.78           3.78           54.010152      0             -181268.07    
       371  -4.3453786      3.774          3.774          3.774          53.753369      0             -183376.35    
       372  -4.3748415      3.768          3.768          3.768          53.497401      0             -185452.28    
       373  -4.4045387      3.762          3.762          3.762          53.242247      0             -187496.37    
       374  -4.4344634      3.756          3.756          3.756          52.987905      0             -189509.18    
       375  -4.4646087      3.75           3.75           3.75           52.734375      0             -191491.39    
